feature_code,year,measurement,value,walking_time_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,neighbourhood_rating,community_belonging,la_name
S12000045,2014,Percent,0,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,East Dunbartonshire
S12000036,2015,Percent,57,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,City of Edinburgh
S12000042,2018,Percent,6,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Dundee City
S12000048,2016,Percent,63,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Perth and Kinross
S92000003,2014,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Scotland
S12000038,2019,Percent,33,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Renfrewshire
S12000013,2014,Percent,15,All,NA,Male,All,All,All,All,All,Fairly good,NA,Na h-Eileanan Siar
S12000041,2018,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Angus
S12000021,2016,Percent,63,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,North Ayrshire
S12000049,2013,Percent,55,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Glasgow City
S12000014,2017,Percent,40,All,NA,Female,All,All,All,All,All,Fairly good,NA,Falkirk
S12000041,2017,Percent,28,All,NA,All,All,All,All,All,All,Fairly good,NA,Angus
S12000027,2017,Percent,17,All,NA,Male,All,All,All,All,All,Fairly good,NA,Shetland Islands
S12000047,2015,Percent,61,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Fife
S12000039,2017,Percent,57,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,West Dunbartonshire
S12000011,2017,Percent,17,All,NA,Female,All,All,All,All,All,Fairly good,NA,East Renfrewshire
S92000003,2014,Percent,40,All,NA,Male,All,All,All,All,All,Fairly good,NA,Scotland
S12000026,2017,Percent,42,All,NA,Female,All,All,All,All,All,Fairly good,NA,Scottish Borders
S12000045,2015,Percent,73,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,East Dunbartonshire
S12000042,2019,Percent,38,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Dundee City
S12000014,2017,Percent,41,All,NA,Male,All,All,All,All,All,Fairly good,Fairly strongly,Falkirk
S12000027,2014,Percent,21,All,NA,Female,All,All,All,All,All,Fairly good,NA,Shetland Islands
S12000040,2018,Percent,5,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,West Lothian
S12000013,2013,Percent,15,All,NA,Female,All,All,All,All,All,Fairly good,NA,Na h-Eileanan Siar
S12000039,2016,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,West Dunbartonshire
S12000014,2013,Percent,42,All,NA,All,All,All,All,All,All,Fairly good,NA,Falkirk
S12000038,2015,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,Renfrewshire
S12000039,2018,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,West Dunbartonshire
S12000027,2016,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Shetland Islands
S12000028,2017,Percent,41,All,NA,Male,All,All,All,All,All,Fairly good,NA,South Ayrshire
S12000047,2013,Percent,59,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Fife
S12000026,2017,Percent,35,All,NA,Male,All,All,All,All,All,Fairly good,NA,Scottish Borders
S12000027,2017,Percent,16,All,NA,Female,All,All,All,All,All,Fairly good,NA,Shetland Islands
S12000026,2013,Percent,26,All,NA,All,All,All,All,All,All,Fairly good,NA,Scottish Borders
S12000036,2018,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,City of Edinburgh
S12000049,2017,Percent,58,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Glasgow City
S12000040,2017,Percent,50,All,NA,All,All,All,All,All,All,Fairly good,NA,West Lothian
S12000011,2019,Percent,25,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,East Renfrewshire
S12000013,2017,Percent,16,All,NA,Female,All,All,All,All,All,Fairly good,NA,Na h-Eileanan Siar
S12000013,2016,Percent,17,All,NA,All,Urban,All,All,All,All,Fairly good,NA,Na h-Eileanan Siar
S12000047,2015,Percent,39,All,NA,All,Urban,All,All,All,All,Fairly good,NA,Fife
S12000010,2016,Percent,64,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,East Lothian
S12000041,2019,Percent,30,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Angus
S12000049,2016,Percent,57,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Glasgow City
S12000049,2014,Percent,54,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Glasgow City
S12000017,2014,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,Highland
S12000039,2017,Percent,41,All,NA,All,All,All,All,All,All,Fairly good,NA,West Dunbartonshire
S12000006,2013,Percent,30,All,NA,All,Rural,All,All,All,All,Fairly good,NA,Dumfries and Galloway
S12000048,2014,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,Perth and Kinross
S12000011,2015,Percent,20,All,NA,Male,All,All,All,All,All,Fairly good,NA,East Renfrewshire
S12000045,2013,Percent,27,All,NA,All,All,All,All,All,All,Fairly good,NA,East Dunbartonshire
S12000047,2016,Percent,41,All,NA,Male,All,All,All,All,All,Fairly good,NA,Fife
S12000018,2016,Percent,33,All,NA,Female,All,All,All,All,All,Fairly good,NA,Inverclyde
S12000033,2013,Percent,38,All,NA,All,All,All,All,All,All,Fairly good,NA,Aberdeen City
S12000033,2019,Percent,45,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Aberdeen City
S12000034,2015,Percent,67,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Aberdeenshire
S12000049,2014,Percent,0,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,Glasgow City
S12000035,2014,Percent,22,All,NA,All,Rural,All,All,All,All,Fairly good,NA,Argyll and Bute
S12000020,2015,Percent,22,All,NA,All,Rural,All,All,All,All,Fairly good,NA,Moray
S12000041,2013,Percent,65,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Angus
S12000028,2014,Percent,27,All,NA,Female,All,All,All,All,All,Fairly good,NA,South Ayrshire
S12000027,2013,Percent,21,All,NA,Female,All,All,All,All,All,Fairly good,NA,Shetland Islands
S12000021,2014,Percent,60,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,North Ayrshire
S12000018,2014,Percent,45,All,NA,Female,All,All,All,All,All,Fairly good,NA,Inverclyde
S12000036,2019,Percent,36,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,City of Edinburgh
S12000042,2014,Percent,50,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Dundee City
S12000028,2016,Percent,28,All,NA,All,Rural,All,All,All,All,Fairly good,NA,South Ayrshire
S12000035,2015,Percent,71,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Argyll and Bute
S12000040,2017,Percent,50,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,West Lothian
S12000028,2014,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,South Ayrshire
S12000036,2017,Percent,0,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,City of Edinburgh
S12000023,2014,Percent,12,All,NA,All,Rural,All,All,All,All,Fairly good,NA,Orkney Islands
S12000026,2014,Percent,24,All,NA,All,Rural,All,All,All,All,Fairly good,NA,Scottish Borders
S12000040,2016,Percent,36,All,NA,Female,All,All,All,All,All,Fairly good,NA,West Lothian
S92000003,2013,Percent,61,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Scotland
S12000040,2019,Percent,35,All,NA,All,All,80% least deprived,All,All,All,Fairly good,Very strongly,West Lothian
S12000019,2015,Percent,63,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Midlothian
S12000038,2017,Percent,71,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Renfrewshire
S12000030,2016,Percent,34,All,NA,All,Urban,All,All,All,All,Fairly good,Very strongly,Stirling
S12000028,2013,Percent,36,All,NA,Male,All,All,All,All,All,Fairly good,NA,South Ayrshire
S12000008,2018,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,East Ayrshire
S12000027,2016,Percent,23,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Shetland Islands
S12000005,2017,Percent,41,All,NA,All,All,All,All,With Children,All,Very good,NA,Clackmannanshire
S12000008,2017,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,Don't know,East Ayrshire
S12000040,2017,Percent,37,All,NA,All,All,All,All,With Children,All,Very good,NA,West Lothian
S12000041,2015,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,NA,Angus
S12000036,2019,Percent,8,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,City of Edinburgh
S12000013,2017,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,NA,Na h-Eileanan Siar
S12000050,2019,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,Don't know,North Lanarkshire
S12000050,2016,Percent,42,All,NA,All,All,All,All,With Children,All,Very good,NA,North Lanarkshire
S12000010,2016,Percent,1,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,East Lothian
S12000040,2019,Percent,5,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,West Lothian
S12000028,2014,Percent,29,All,NA,All,All,All,All,With Children,All,Fairly good,NA,South Ayrshire
S12000019,2016,Percent,39,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Midlothian
S12000011,2019,Percent,1,All,NA,All,All,All,All,With Children,All,No opinion,Don't know,East Renfrewshire
S12000047,2013,Percent,7,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Fife
S12000033,2015,Percent,62,All,NA,All,All,All,All,With Children,All,Very good,NA,Aberdeen City
S12000029,2019,Percent,8,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,South Lanarkshire
S12000038,2016,Percent,51,All,NA,All,All,All,All,With Children,All,Very good,NA,Renfrewshire
S12000029,2013,Percent,45,All,NA,All,All,All,All,With Children,All,Very good,NA,South Lanarkshire
S92000003,2016,Percent,54,All,NA,All,All,All,All,With Children,All,Very good,NA,Scotland
S12000040,2017,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,NA,West Lothian
S12000035,2016,Percent,71,All,NA,All,All,All,All,With Children,All,Very good,NA,Argyll and Bute
S12000040,2014,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,NA,West Lothian
S12000017,2013,Percent,2,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Highland
S12000017,2018,Percent,28,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Highland
S12000010,2017,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,East Lothian
S12000006,2018,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Very poor,Don't know,Dumfries and Galloway
S12000041,2017,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,Not at all strongly,Angus
S12000049,2016,Percent,6,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Glasgow City
S12000048,2014,Percent,32,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Perth and Kinross
S12000026,2014,Percent,34,All,NA,All,All,All,All,All,White,Fairly good,NA,Scottish Borders
S12000045,2019,Percent,23,All,NA,All,Urban,All,All,All,All,Fairly good,NA,East Dunbartonshire
S12000045,2013,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,East Dunbartonshire
S12000014,2015,Percent,1,All,NA,All,All,80% least deprived,All,All,All,No opinion,NA,Falkirk
S12000038,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,No opinion,NA,Renfrewshire
S12000036,2016,Percent,63,All,NA,All,All,All,All,With Children,All,Very good,NA,City of Edinburgh
S12000030,2016,Percent,63,All,NA,All,All,All,All,With Children,All,Very good,NA,Stirling
S12000005,2015,Percent,4,All,NA,All,All,All,All,With Children,All,Very poor,NA,Clackmannanshire
S12000042,2018,Percent,55,All,NA,All,All,All,All,With Children,All,Very good,NA,Dundee City
S12000014,2014,Percent,43,All,NA,All,All,All,All,With Children,All,Very good,NA,Falkirk
S12000035,2014,Percent,51,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Argyll and Bute
S12000039,2017,Percent,4,All,NA,All,All,All,All,With Children,All,Very poor,NA,West Dunbartonshire
S12000019,2015,Percent,49,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Midlothian
S12000050,2013,Percent,39,All,NA,All,All,All,All,With Children,All,Fairly good,NA,North Lanarkshire
S12000050,2015,Percent,42,All,NA,All,All,All,All,With Children,All,Very good,NA,North Lanarkshire
S12000034,2018,Percent,38,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Aberdeenshire
S12000011,2016,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,NA,East Renfrewshire
S12000041,2016,Percent,50,All,NA,All,All,All,All,With Children,All,Very good,NA,Angus
S12000033,2017,Percent,1,All,NA,All,All,All,All,With Children,All,No opinion,NA,Aberdeen City
S12000010,2015,Percent,70,All,NA,All,All,All,All,With Children,All,Very good,NA,East Lothian
S12000019,2018,Percent,48,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Midlothian
S12000039,2016,Percent,3,All,NA,All,All,All,All,With Children,All,Very poor,NA,West Dunbartonshire
S12000017,2019,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,NA,Highland
S92000003,2014,Percent,41,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Scotland
S12000033,2014,Percent,3,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Aberdeen City
S12000018,2014,Percent,4,All,NA,All,All,All,All,With Children,All,Fairly poor,Not at all strongly,Inverclyde
S12000021,2019,Percent,5,All,NA,All,All,All,All,With Children,All,Very poor,NA,North Ayrshire
S12000047,2013,Percent,50,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Fife
S12000041,2015,Percent,40,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Angus
S12000047,2019,Percent,0,All,NA,All,All,All,All,With Children,All,Very poor,NA,Fife
S12000047,2018,Percent,54,All,NA,All,All,All,All,With Children,All,Very good,NA,Fife
S92000003,2018,Percent,56,All,NA,All,All,All,All,With Children,All,Very good,NA,Scotland
S12000041,2017,Percent,32,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Angus
S92000003,2014,Percent,52,All,NA,All,All,All,All,With Children,All,Very good,NA,Scotland
S12000029,2019,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,NA,South Lanarkshire
S92000003,2019,Percent,54,All,NA,All,All,All,All,With Children,All,Very good,NA,Scotland
S12000047,2014,Percent,6,All,NA,All,All,All,All,With Children,All,Very poor,NA,Fife
S12000038,2019,Percent,55,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Renfrewshire
S12000049,2018,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,Not at all strongly,Glasgow City
S12000010,2013,Percent,36,All,NA,All,All,All,All,With Children,All,Fairly good,NA,East Lothian
S12000040,2017,Percent,3,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,West Lothian
S12000040,2013,Percent,48,All,NA,All,All,All,All,With Children,All,Fairly good,NA,West Lothian
S12000005,2014,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,NA,Clackmannanshire
S12000036,2013,Percent,48,All,NA,All,All,All,All,With Children,All,Very good,NA,City of Edinburgh
S12000021,2014,Percent,52,All,NA,All,All,All,All,With Children,All,Fairly good,NA,North Ayrshire
S12000034,2014,Percent,30,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Aberdeenshire
S12000020,2016,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,NA,Moray
S12000039,2017,Percent,35,All,NA,All,All,All,All,With Children,All,Fairly good,NA,West Dunbartonshire
S12000039,2013,Percent,4,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,West Dunbartonshire
S12000042,2018,Percent,13,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Dundee City
S12000049,2019,Percent,7,All,NA,All,All,All,All,With Children,All,Fairly poor,Not at all strongly,Glasgow City
S12000019,2016,Percent,58,All,NA,All,All,All,All,With Children,All,Very good,NA,Midlothian
S12000006,2014,Percent,61,All,NA,All,All,All,All,With Children,All,Very good,NA,Dumfries and Galloway
S12000011,2013,Percent,16,All,NA,All,All,All,All,With Children,All,Fairly good,NA,East Renfrewshire
S12000030,2015,Percent,16,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Stirling
S12000027,2019,Percent,1,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Shetland Islands
S12000017,2014,Percent,33,All,NA,All,All,All,All,With Children,All,Fairly good,NA,Highland
S12000040,2016,Percent,34,All,NA,All,All,All,All,With Children,All,Fairly good,NA,West Lothian
S12000038,2019,Percent,5,All,NA,All,All,All,All,With Children,All,Fairly poor,Not at all strongly,Renfrewshire
S12000018,2013,Percent,64,All,NA,All,All,All,All,With Children,All,Very good,NA,Inverclyde
S12000010,2018,Percent,1,All,NA,All,All,All,All,With Children,All,Very poor,NA,East Lothian
S12000039,2016,Percent,14,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,West Dunbartonshire
S12000047,2016,Percent,4,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Fife
S12000011,2018,Percent,21,All,NA,All,All,All,All,With Children,All,Fairly good,NA,East Renfrewshire
S12000005,2015,Percent,32,All,NA,All,All,All,All,With Children,All,Very good,NA,Clackmannanshire
S12000026,2013,Percent,4,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Scottish Borders
S12000020,2016,Percent,2,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Moray
S12000050,2014,Percent,53,All,NA,All,All,All,All,With Children,All,Fairly good,NA,North Lanarkshire
S12000005,2013,Percent,5,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Clackmannanshire
S12000045,2016,Percent,2,All,NA,All,All,All,All,With Children,All,Very poor,NA,East Dunbartonshire
S12000020,2014,Percent,2,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Moray
S12000045,2018,Percent,69,All,NA,All,All,All,All,With Children,All,Very good,NA,East Dunbartonshire
S12000050,2018,Percent,11,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,North Lanarkshire
S12000014,2019,Percent,55,All,NA,All,All,All,All,With Children,All,Very good,NA,Falkirk
S12000048,2014,Percent,2,All,NA,All,All,All,All,With Children,All,Fairly poor,NA,Perth and Kinross
S12000005,2013,Percent,52,All,NA,All,Urban,All,All,All,All,Fairly good,NA,Clackmannanshire
S12000019,2019,Percent,47,All,NA,All,Urban,All,All,All,All,Fairly good,NA,Midlothian
S12000029,2014,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,South Lanarkshire
S12000011,2016,Percent,0,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,East Renfrewshire
S92000003,2016,Percent,39,All,NA,Male,All,All,All,All,All,Fairly good,NA,Scotland
S12000005,2014,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Clackmannanshire
S92000003,2014,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,Don't know,Scotland
S12000023,2018,Percent,18,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Orkney Islands
S12000021,2015,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,North Ayrshire
S12000013,2018,Percent,15,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Na h-Eileanan Siar
S12000020,2016,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,Moray
S12000035,2014,Percent,68,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Argyll and Bute
S12000020,2013,Percent,60,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Moray
S12000036,2013,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,City of Edinburgh
S12000033,2014,Percent,1,All,NA,All,All,80% least deprived,All,All,All,No opinion,NA,Aberdeen City
S12000027,2018,Percent,22,All,NA,Female,All,All,All,All,All,Fairly good,NA,Shetland Islands
S12000005,2018,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,Clackmannanshire
S12000008,2016,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,East Ayrshire
S12000049,2015,Percent,48,All,NA,All,Urban,All,All,All,All,Fairly good,NA,Glasgow City
S12000011,2014,Percent,75,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,East Renfrewshire
S12000045,2014,Percent,73,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,East Dunbartonshire
S12000035,2019,Percent,22,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Argyll and Bute
S12000021,2018,Percent,37,All,NA,Male,All,All,All,All,All,Fairly good,Very strongly,North Ayrshire
S12000011,2014,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,East Renfrewshire
S12000034,2015,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,Aberdeenshire
S12000027,2014,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Shetland Islands
S12000026,2014,Percent,32,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,Scottish Borders
S12000034,2013,Percent,65,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Aberdeenshire
S12000013,2016,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Na h-Eileanan Siar
S12000010,2018,Percent,32,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,East Lothian
S12000036,2013,Percent,0,All,NA,All,All,80% least deprived,All,All,All,No opinion,NA,City of Edinburgh
S12000033,2013,Percent,57,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Aberdeen City
S12000041,2013,Percent,36,All,NA,All,All,All,All,All,All,Fairly good,NA,Angus
S12000030,2013,Percent,71,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,Stirling
S12000010,2013,Percent,4,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,East Lothian
S12000047,2013,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Fife
S12000014,2014,Percent,48,All,NA,Female,All,All,All,All,All,Fairly good,NA,Falkirk
S12000041,2016,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Angus
S12000041,2015,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,Angus
S12000019,2018,Percent,46,All,NA,Female,All,All,All,All,All,Fairly good,NA,Midlothian
S12000040,2015,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,West Lothian
S12000010,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,No opinion,Don't know,East Lothian
S12000008,2018,Percent,36,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,East Ayrshire
S12000042,2019,Percent,43,All,NA,All,Urban,All,All,All,All,Fairly good,NA,Dundee City
S12000010,2014,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,East Lothian
S12000029,2013,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,South Lanarkshire
S12000033,2013,Percent,4,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Aberdeen City
S12000023,2017,Percent,0,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Don't know,Orkney Islands
S12000034,2013,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Aberdeenshire
S12000028,2013,Percent,0,All,NA,All,All,80% least deprived,All,All,All,No opinion,NA,South Ayrshire
S12000049,2015,Percent,48,All,NA,Male,All,All,All,All,All,Fairly good,NA,Glasgow City
S12000034,2013,Percent,30,All,NA,Female,All,All,All,All,All,Fairly good,NA,Aberdeenshire
S12000010,2015,Percent,24,All,NA,All,All,All,All,All,White,Fairly good,NA,East Lothian
S12000028,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,South Ayrshire
S12000021,2017,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Very poor,Not at all strongly,North Ayrshire
S12000013,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,Na h-Eileanan Siar
S12000050,2014,Percent,59,All,NA,All,All,80% least deprived,All,All,All,Very good,NA,North Lanarkshire
S12000008,2018,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,East Ayrshire
S12000021,2017,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,North Ayrshire
S12000045,2014,Percent,33,All,NA,Male,All,All,All,All,All,Fairly good,NA,East Dunbartonshire
S12000035,2018,Percent,29,All,NA,Male,All,All,All,All,All,Fairly good,NA,Argyll and Bute
S12000008,2017,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,East Ayrshire
S12000026,2017,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Scottish Borders
S12000014,2014,Percent,45,All,NA,All,All,All,All,All,White,Fairly good,NA,Falkirk
S12000027,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,Not at all strongly,Shetland Islands
S12000029,2017,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,South Lanarkshire
S12000041,2014,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Angus
S12000049,2015,Percent,47,All,NA,All,All,All,All,All,White,Fairly good,NA,Glasgow City
S12000033,2016,Percent,1,All,NA,All,All,80% least deprived,All,All,All,No opinion,Don't know,Aberdeen City
S12000036,2014,Percent,3,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,City of Edinburgh
S12000019,2017,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Midlothian
S12000008,2019,Percent,24,All,NA,All,Rural,All,All,All,All,Fairly good,NA,East Ayrshire
S12000039,2013,Percent,48,All,NA,All,Urban,All,All,All,All,Fairly good,NA,West Dunbartonshire
S12000036,2013,Percent,44,All,NA,All,All,80% least deprived,All,All,All,Fairly good,NA,City of Edinburgh
S12000034,2018,Percent,35,All,NA,Male,All,All,All,All,All,Fairly good,NA,Aberdeenshire
S12000033,2015,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Aberdeen City
S12000049,2013,Percent,49,All,NA,All,All,All,All,All,Other,Fairly good,NA,Glasgow City
S12000026,2013,Percent,33,All,NA,All,Urban,All,All,All,All,Fairly good,Very strongly,Scottish Borders
S12000027,2015,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,Don't know,Shetland Islands
S12000010,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,Don't know,East Lothian
S12000017,2017,Percent,2,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Highland
S12000034,2018,Percent,32,All,NA,Female,All,All,All,All,All,Fairly good,NA,Aberdeenshire
S12000049,2013,Percent,45,All,NA,All,All,All,All,All,White,Fairly good,NA,Glasgow City
S12000035,2013,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,NA,Argyll and Bute
S12000023,2013,Percent,0,All,NA,All,All,80% least deprived,All,All,All,No opinion,Don't know,Orkney Islands
S12000013,2017,Percent,0,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Na h-Eileanan Siar
S12000029,2017,Percent,1,All,NA,All,All,80% least deprived,All,All,All,Very poor,Don't know,South Lanarkshire
S12000020,2017,Percent,5,All,NA,All,All,80% least deprived,All,All,All,Fairly poor,NA,Moray
